0.000000,-0.006000,0.576000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.070725,0.141451,-0.070725,0.000000,0.000000,-0.070725,0.141451,-0.070725
-0.002264,-0.006000,0.575197,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.075873,0.141451,-0.045606,0.000000,0.000000,-0.075522,0.141451,-0.065929
-0.004716,-0.006000,0.574337,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.082106,0.144349,0.016754,0.000000,0.000000,-0.079268,0.141451,-0.062182
-0.007074,-0.006000,0.573528,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.135306,0.230601,0.027927,0.000000,0.000000,-0.081273,0.141451,-0.060178
-0.009432,-0.006000,0.572746,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.244993,0.441668,0.013671,0.000000,0.000000,-0.081716,0.141451,-0.059735
-0.011789,-0.006000,0.572000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.301373,0.541559,0.044237,0.000000,0.000000,-0.080655,0.141451,-0.060796
-0.014147,-0.006000,0.571297,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.341572,0.608972,0.076981,0.000000,0.000000,-0.078034,0.141451,-0.063417
-0.016505,-0.006000,0.570647,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.365880,0.644729,0.097953,0.000000,0.000000,-0.073857,0.141451,-0.067594
-0.018863,-0.006000,0.570055,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.379407,0.659100,0.106217,0.000000,0.000000,-0.068119,0.141451,-0.073332
-0.021221,-0.006000,0.569528,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.387975,0.663664,0.108284,0.000000,0.000000,-0.060816,0.141451,-0.080635
-0.023579,-0.006000,0.569072,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.396687,0.668491,0.112168,0.000000,0.000000,-0.051948,0.141451,-0.089503
-0.025937,-0.006000,0.568692,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.404691,0.671910,0.116753,0.000000,0.000000,-0.041515,0.141451,-0.099936
-0.028295,-0.006000,0.568392,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.411961,0.673964,0.122055,0.000000,0.000000,-0.029525,0.141451,-0.111925
-0.030653,-0.006000,0.568175,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.418474,0.674270,0.128086,0.000000,0.000000,-0.015991,0.141451,-0.125460
-0.033011,-0.006000,0.568044,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.424210,0.673333,0.134855,0.000000,0.000000,-0.000891,0.141451,-0.140560
-0.035368,-0.006000,0.568000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.429152,0.670753,0.142371,0.000000,0.000000,0.015638,0.141451,-0.157089
-0.037726,-0.006000,0.568044,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.433282,0.666614,0.150641,0.000000,0.000000,0.032100,0.141451,-0.173551
-0.040084,-0.006000,0.568175,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.436587,0.660891,0.159668,0.000000,0.000000,0.047020,0.141451,-0.188471
-0.042442,-0.006000,0.568392,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.439056,0.653572,0.169456,0.000000,0.000000,0.060286,0.141451,-0.201736
-0.044800,-0.006000,0.568692,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.440692,0.644644,0.180007,0.000000,0.000000,0.071940,0.141451,-0.213390
-0.047158,-0.006000,0.569072,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.441449,0.634098,0.191323,0.000000,0.000000,0.081991,0.141451,-0.223442
-0.049516,-0.006000,0.569528,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.441321,0.621926,0.203404,0.000000,0.000000,0.090453,0.141451,-0.231904
-0.051874,-0.006000,0.570055,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.440781,0.609903,0.218252,0.000000,0.000000,0.097340,0.141451,-0.238791
-0.054232,-0.006000,0.570647,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.436217,0.587082,0.223791,0.000000,0.000000,0.102667,0.141451,-0.244118
-0.056589,-0.006000,0.571297,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.417325,0.540006,0.222472,0.000000,0.000000,0.106448,0.141451,-0.247899
-0.058947,-0.006000,0.572000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.378945,0.454220,0.209149,0.000000,0.000000,0.108697,0.141451,-0.250148
-0.061305,-0.006000,0.572746,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.305099,0.298614,0.216187,0.000000,0.000000,0.109368,0.141451,-0.250819
-0.063663,-0.006000,0.573528,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.244762,0.169372,0.206243,0.000000,0.000000,0.108708,0.141451,-0.250159
-0.066021,-0.006000,0.574337,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.233079,0.141451,0.164202,0.000000,0.000000,0.106400,0.141451,-0.247850
-0.068379,-0.006000,0.575197,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.237708,0.141451,0.115563,0.000000,0.000000,0.102610,0.141451,-0.244472
-0.070737,-0.006000,0.576000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.242394,0.141451,0.100943,0.000000,0.000000,0.097434,0.141451,-0.238885
-0.073095,-0.006000,0.575197,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.247570,0.141451,0.105926,0.000000,0.000000,0.092723,0.141451,-0.214650
-0.075453,-0.006000,0.574337,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.251362,0.141451,0.109911,0.000000,0.000000,0.090101,0.141451,-0.157943
-0.077811,-0.006000,0.573528,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.253676,0.141451,0.112225,0.000000,0.000000,0.068327,0.172137,-0.110959
-0.080168,-0.006000,0.572746,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.254340,0.141451,0.112889,0.000000,0.000000,-0.001465,0.307139,-0.095541
-0.082526,-0.006000,0.572000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.253678,0.141451,0.112227,0.000000,0.000000,-0.081447,0.459084,-0.093213
-0.084884,-0.006000,0.571297,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.251437,0.141451,0.109986,0.000000,0.000000,-0.128452,0.543981,-0.071273
